manufacturer,age,training_before[Y/N],gender,body_fat[%],smoking[Y/N],alcohol_times_week,occupation,education,marital_status,kids,location,N sessions/w 1m1w,N sessions/w 1m2w,N sessions/w 1m3w,N sessions/w 1y1w,N sessions/w 1y2w,N sessions/w 1y3w
xiaomi,27,True,M,20,True,0,Passenger transport manager,bachelor,divorced,2,"90750 Smith Cliffs Apt. 331
Greenfurt, IL 73418",3,4,4,2,3,3
apple,43,True,F,17,False,1,"Administrator, Civil Service",phd,single,3,"27903 Jennifer Well Apt. 196
Crosbyside, VT 91175",4,5,3,4,5,3
huawei,57,True,F,29,True,1,"Investment banker, corporate",master,married,2,"12367 Dodson Road Apt. 500
Moralesstad, WV 30227",3,3,3,2,2,2
xiaomi,31,True,F,15,False,3,Corporate treasurer,master,divorced,1,"06179 Bush Flat
North Coreyfurt, HI 76648",4,3,3,4,3,3
fitbit,27,True,M,10,True,0,Television floor manager,bachelor,divorced,1,"29508 Luke Coves Apt. 472
Sharonland, NC 46999",3,3,3,3,3,3
sony,23,True,M,9,False,0,Radio broadcast assistant,bachelor,separated,0,"5276 Thomas Row
Olsonside, RI 31471",3,2,3,3,2,3
garmin,36,True,F,21,False,0,Associate Professor,phd,single,3,"805 Donna Garden
Ericchester, PA 83211",3,3,4,3,3,4
sony,37,True,M,9,False,3,Museum/gallery curator,phd,single,0,"3403 Chelsea Mountain Apt. 062
New James, NM 01026",3,3,2,3,3,2
fitbit,33,True,M,18,True,1,Energy engineer,phd,divorced,0,"Unit 0625 Box 6613
DPO AP 92118",5,5,3,4,4,3
apple,35,False,F,20,True,3,Energy engineer,phd,separated,3,"866 David Road Suite 675
Loriberg, NV 30914",3,3,3,2,2,2
apple,49,True,F,18,False,2,Warehouse manager,phd,separated,3,"0824 Melanie Extensions
Walkerfort, IL 07589",4,2,4,4,2,4
garmin,25,False,M,21,False,1,"Designer, graphic",master,separated,2,"Unit 4422 Box 1858
DPO AP 05379",5,4,4,4,3,3
fitbit,33,True,F,18,False,1,Barista,phd,single,2,"91638 Woods Drives Suite 783
East William, SC 57417",2,3,2,2,3,2
huawei,24,True,M,20,False,3,Chief Executive Officer,master,divorced,1,"77018 Mcintyre Avenue
Lake Lisamouth, NM 84897",3,3,4,2,2,2
xiaomi,62,True,F,19,False,2,Psychotherapist,bachelor,divorced,1,"274 Zachary Highway
Kimstad, WA 78060",4,4,5,4,4,4
sony,23,True,F,17,False,1,Scientific laboratory technician,bachelor,separated,2,"2083 Ryan Parks
South Amberburgh, OK 11614",5,5,3,4,4,3
oura,23,True,M,17,True,1,Bonds trader,master,married,0,"PSC 2477, Box 0896
APO AA 98367",5,4,4,4,3,3
xiaomi,48,True,M,14,True,1,Civil Service administrator,phd,married,0,"0194 Reynolds Common Apt. 659
Davidmouth, MH 24855",3,4,3,2,3,2
huawei,22,True,M,17,True,0,"Surveyor, building",bachelor,separated,1,"027 Woods Flat Suite 837
Amyport, MI 08572",2,2,3,2,2,2
garmin,25,False,M,19,True,2,Engineering geologist,bachelor,single,2,"89710 Garza Motorway Apt. 645
Lake Tracystad, WY 13313",5,5,3,3,3,2
garmin,19,True,F,22,False,1,,school,single,0,"0171 Carl Port Suite 386
Gravesshire, NY 45332",3,4,4,3,4,4
huawei,25,True,F,26,True,1,Corporate treasurer,bachelor,divorced,0,"025 Bonnie Ports Apt. 025
Summerschester, DC 43002",4,4,5,3,3,4
oura,41,True,F,21,False,2,Hydrographic surveyor,master,married,0,"1704 Alyssa Common Suite 685
Port Tiffany, MO 41972",3,3,3,3,3,3
huawei,38,True,F,15,False,2,Hydrogeologist,master,divorced,2,"92499 Fisher Turnpike Apt. 393
North Brandi, GU 09644",3,4,3,3,4,3
garmin,23,True,F,28,True,1,"Administrator, charities/voluntary organisations",bachelor,separated,1,"542 Perez Neck Apt. 513
South Frederickland, ME 45695",3,3,3,2,2,2
oura,26,True,M,16,True,2,Medical illustrator,master,married,2,"PSC 0916, Box 8634
APO AP 36408",3,4,3,3,4,3
xiaomi,25,False,M,15,False,2,"Doctor, hospital",master,separated,1,"541 Deborah Village Apt. 044
East Kara, PR 74003",5,5,4,4,4,4
xiaomi,18,True,M,18,True,1,,school,single,0,"828 Griffin Haven Apt. 748
West Kevinmouth, AR 29818",3,4,5,2,3,4
apple,20,True,F,28,False,2,,school,single,0,"8696 Aaron Tunnel
South Malikburgh, AR 40157",5,4,3,4,3,2
huawei,34,True,M,11,True,2,Arboriculturist,master,separated,1,"33266 Lauren Viaduct Suite 093
Melindafurt, KY 27832",5,3,5,4,3,4
huawei,52,False,M,23,True,1,"Engineer, production",phd,separated,3,"4409 Andrew Forks Apt. 803
Watkinschester, NM 27251",2,3,2,1,1,1
apple,21,True,M,17,False,0,,school,separated,0,"8831 Samuel Passage
Chandlerton, AK 53784",3,3,3,3,3,3
xiaomi,34,True,M,14,False,2,"Social research officer, government",master,separated,1,"4037 Sara Ranch Apt. 723
North Steven, MS 99772",4,5,5,4,5,5
oura,34,True,F,15,True,0,"Chemist, analytical",bachelor,divorced,3,"04696 Steele View
Port Brian, NV 69225",4,3,3,4,3,3
oura,42,True,M,12,False,2,"Production assistant, radio",master,single,2,"3849 Daniel Avenue Apt. 392
North Jerry, OR 47080",4,2,3,4,2,3
fitbit,51,False,F,24,False,2,Neurosurgeon,master,divorced,0,"599 Collins Rapids Suite 498
Jonesport, NY 17180",2,3,3,2,2,2
garmin,40,True,M,20,True,1,Company secretary,phd,widowed,3,"USS Jones
FPO AP 89651",4,5,4,3,4,3
fitbit,31,False,M,16,False,3,Statistician,master,separated,1,"63194 Knapp Drives
Lake Ashleychester, MI 82927",4,4,4,3,3,3
garmin,26,True,M,14,True,1,Fashion designer,master,married,2,"0092 Tina Cape
Jerryside, MO 76146",5,4,3,4,4,3
oura,33,True,M,17,False,1,Hydrologist,bachelor,single,1,"412 Tammy Summit
Riverafort, VA 18343",4,4,5,4,4,5
fitbit,29,True,M,17,False,2,"Surveyor, hydrographic",master,divorced,0,"78919 Holmes Estate Suite 097
Lake Shannon, NY 45781",2,2,2,2,2,2
oura,48,True,M,9,True,3,Art therapist,bachelor,separated,0,"PSC 3994, Box 9361
APO AA 22797",3,3,3,2,2,2
oura,25,True,F,14,False,3,Location manager,master,divorced,2,"27938 Katelyn Ranch Suite 650
Vickiemouth, HI 47533",4,4,4,4,4,4
huawei,19,False,F,24,False,1,,school,single,0,"2888 Miller Lodge Suite 298
Sarahbury, AR 88483",4,3,3,3,2,2
xiaomi,25,True,F,28,False,2,Water engineer,bachelor,married,2,"0271 Mark Walk
Lake Cynthia, CT 66490",3,3,3,3,3,3
huawei,31,True,F,19,True,1,Accounting technician,phd,single,2,"1036 Ward Oval
Andersonland, MA 47047",3,5,5,3,4,4
apple,25,True,M,21,False,1,Chief Strategy Officer,bachelor,divorced,1,"01318 Nguyen Prairie
Krauseside, NH 71543",4,4,5,4,4,4
sony,27,True,F,19,False,1,Product manager,master,married,2,"607 Brenda Valleys
South Mark, NJ 17702",3,3,3,3,3,3
garmin,29,True,M,21,False,1,Child psychotherapist,master,married,0,"0879 Jamie Pines
Christopherchester, IN 72019",3,3,3,3,3,3
huawei,39,False,F,24,False,3,Curator,school,married,0,"478 Christian Field Apt. 982
Lake Russellbury, AS 50509",2,2,4,2,2,3
coospo,18,True,F,28,False,1,,school,single,0,"298 Kurt Island
East Nicholasberg, IA 40297",3,3,3,2,2,2
oura,63,False,F,34,False,3,Chief of Staff,bachelor,widowed,3,"5784 Alexandria Plaza
Port Christopher, CA 94760",3,4,5,1,1,2
garmin,28,True,M,8,True,0,Insurance claims handler,school,separated,0,"908 Dean Cove
South Sandramouth, CA 42403",3,3,2,3,3,2
garmin,39,True,F,25,True,1,"Scientist, audiological",school,divorced,3,"6696 Harris Street Apt. 165
Port Toddton, LA 94129",3,3,3,3,3,3
sony,18,True,F,19,False,0,,school,single,0,"7083 Kim Forges Apt. 183
West Timothy, MP 21769",4,4,3,4,4,3
apple,61,True,M,12,False,3,Public librarian,phd,single,0,"9072 Simmons Crossing
New Kevinburgh, WV 48552",2,2,3,2,2,2
huawei,41,True,M,13,False,3,Historic buildings inspector/conservation officer,bachelor,divorced,0,"85382 Marvin Fork Suite 611
Aprilland, KY 89620",3,4,4,3,4,4
garmin,32,True,F,23,False,0,"Scientist, research (physical sciences)",bachelor,single,2,"2842 Johnson Manor Suite 255
New Donna, PW 32501",3,4,4,3,4,4
huawei,21,True,M,15,False,1,,school,divorced,0,"292 Teresa Point Apt. 992
New Felicia, PA 11443",4,4,2,4,4,2
fitbit,42,True,M,13,False,3,Hospital doctor,master,widowed,3,"1956 Theodore Camp
Lake Aaron, FL 44895",4,3,3,4,3,3
fitbit,34,True,F,14,False,0,Magazine journalist,school,separated,1,"994 Rhonda Circles Apt. 859
Sandraside, NH 82589",3,4,5,3,4,5
oura,43,True,F,21,False,2,Marketing executive,bachelor,single,3,"98386 Ryan Crossroad Suite 781
Shieldsmouth, GU 64162",4,4,3,4,4,3
coospo,36,True,M,11,False,2,Interpreter,bachelor,separated,0,"65277 Evans Via
Beltranville, KS 30278",4,4,4,4,4,4
huawei,24,False,F,32,False,1,Applications developer,master,single,2,"148 Smith Club Apt. 773
New Angelamouth, AR 44735",3,3,5,2,2,3
fitbit,33,True,M,18,False,3,Patent attorney,school,married,1,"785 Dorsey Plaza Apt. 071
Jeffreyton, UT 06052",4,4,4,4,4,4
huawei,18,False,F,24,False,0,,school,single,0,"8120 Mia Junction
Jacksonchester, UT 53347",3,4,3,2,3,2
oura,21,False,M,16,True,1,,school,single,0,"436 Burgess Loaf Suite 331
Scottton, MO 52229",4,3,3,2,2,2
sony,37,True,F,20,False,3,Technical author,school,divorced,1,"2775 Jose Flat Suite 829
North Amber, MT 17059",3,5,4,3,4,4
coospo,56,True,M,12,False,2,"Engineer, automotive",bachelor,single,0,"06672 Anthony Vista Apt. 391
North Kimberly, MS 32045",4,4,4,4,4,4
oura,25,True,F,15,False,1,Personal assistant,bachelor,married,0,"550 Timothy Valley
Bradyfurt, PR 92246",3,2,5,3,2,5
sony,20,True,F,16,False,2,,school,married,0,"25528 William Harbors
Ruizport, SC 41579",3,3,5,3,3,4
huawei,60,True,F,14,False,0,"Designer, graphic",school,widowed,1,"79082 Alyssa Rest
Browntown, NV 67378",4,3,3,4,3,3
huawei,24,False,M,26,False,1,"Scientist, marine",master,single,1,"5194 Charles Lakes
South Aaron, NH 09614",3,4,5,2,2,3
xiaomi,53,True,F,26,False,0,Corporate treasurer,bachelor,divorced,3,"13221 Burns Bridge Apt. 743
West Madeline, DC 59195",3,3,3,2,2,2
apple,25,True,F,24,False,2,Historic buildings inspector/conservation officer,master,separated,2,"111 Barnes Fall Suite 274
West Jennifer, FM 95105",4,5,5,4,5,5
oura,31,False,F,39,True,3,International aid/development worker,school,married,3,"USS Stark
FPO AE 67382",3,2,3,1,1,1
apple,19,True,F,23,False,3,,school,single,0,"84519 Mcdonald Harbors Apt. 752
Nelsonton, ME 55949",3,2,3,2,2,2
fitbit,23,False,M,20,True,2,Product/process development scientist,master,divorced,1,"79571 Williams Trail Suite 703
North Melinda, CT 88601",4,3,4,1,1,1
apple,40,True,F,21,False,1,Technical brewer,school,single,3,"25589 Matthew Shores Apt. 910
Williamview, AS 43697",3,3,2,3,3,2
huawei,39,True,M,17,False,0,Town planner,bachelor,separated,0,"559 Smith Union
East Courtney, HI 03111",4,3,3,4,3,3
sony,60,True,F,26,False,2,Associate Professor,master,divorced,1,"099 Andrew Well Apt. 211
New Stephen, NM 03464",5,2,5,4,2,4
coospo,20,False,M,16,False,2,,school,single,0,"USNS Mcneil
FPO AE 26584",4,2,5,3,2,4
fitbit,33,False,F,22,True,0,Press photographer,phd,married,3,"2421 Page Mount
Krystalfurt, CO 05994",3,3,3,2,2,2
oura,61,False,M,16,False,0,"Presenter, broadcasting",master,widowed,1,"596 David Pine Suite 800
Candicechester, FL 12600",2,2,4,2,2,3
xiaomi,39,True,F,27,False,0,Retail banker,phd,divorced,3,"28142 Jeffrey Roads
Port Robertstad, PA 73537",2,3,3,2,3,3
fitbit,55,True,F,20,True,2,"Engineer, communications",bachelor,divorced,2,"3848 Marie Stravenue Apt. 382
Lake Michaelport, TX 28270",3,4,3,2,3,2
fitbit,50,True,M,18,False,1,Facilities manager,school,separated,3,"262 Garza Glen
Port Alexanderton, NC 25354",3,3,4,3,3,4
fitbit,35,True,M,15,False,1,"Civil engineer, contracting",phd,single,1,"118 Andrew Shoal Suite 257
Jacksonshire, MN 86951",3,2,2,3,2,2
apple,34,True,M,15,False,3,"Designer, blown glass/stained glass",school,single,3,"63943 Thompson Ports Suite 191
Josephview, NH 89982",5,4,4,4,4,4
fitbit,49,True,F,26,False,0,Podiatrist,bachelor,separated,1,"16244 Laura Lodge Apt. 654
New Lauren, SD 98303",3,3,3,2,2,2
apple,52,True,M,17,True,3,Economist,bachelor,widowed,2,"45826 Anderson Pines Apt. 454
South Veronicaberg, AR 20059",5,5,5,3,3,3
apple,21,True,M,20,False,2,,school,separated,0,"253 Hamilton Manor Apt. 007
North Kevin, AZ 07889",2,3,4,2,2,3
fitbit,38,True,M,9,False,1,"Surveyor, rural practice",master,separated,0,"746 Glenn Parkways
Smithside, IL 43387",2,2,3,2,2,3
garmin,34,True,M,14,False,2,"Engineer, site",phd,separated,1,"6966 Mary Shores Apt. 092
Lindachester, ME 86572",4,3,4,4,3,4
huawei,36,False,M,16,True,1,"Solicitor, Scotland",phd,divorced,2,"28331 Howard Ford
West Stacey, AL 27005",3,3,3,2,2,2
sony,55,False,M,21,False,1,Translator,phd,divorced,3,"504 Smith Cove
North Chase, CA 27841",3,3,4,2,2,2
fitbit,28,False,M,18,False,2,"Programmer, systems",school,separated,2,"84758 Williams Burgs Apt. 363
Floresside, WI 16765",2,2,3,2,2,3
huawei,40,False,M,19,False,0,"Designer, industrial/product",phd,separated,3,"23979 Justin Circle
North Kristenborough, WA 78303",5,5,3,4,4,2
apple,37,True,M,12,False,0,Acupuncturist,school,single,2,"595 James Causeway Suite 848
Lake Brittany, MP 96302",2,2,2,2,2,2
oura,45,True,M,14,False,2,Energy engineer,master,widowed,2,"313 Regina Ridges Apt. 825
Smithville, NM 79962",4,4,2,4,4,2
xiaomi,21,True,F,17,False,1,,school,single,0,"6211 Brown Key
Millsshire, MA 82131",2,2,2,2,2,2
xiaomi,63,True,M,18,True,2,"Physicist, medical",master,single,3,"94540 Ana View Suite 014
Petersonville, IA 34766",2,2,2,2,2,2
sony,50,True,F,21,False,1,International aid/development worker,school,separated,0,"898 Tasha Mountain
Lake Daleborough, MO 58195",3,3,2,3,3,2
oura,38,True,F,22,False,1,Energy manager,bachelor,divorced,2,"38061 Mitchell Plains Apt. 355
Jefferyport, HI 17256",4,4,4,4,4,4
apple,22,True,F,26,False,0,Industrial/product designer,bachelor,separated,1,"761 Stephen Highway
Christinaburgh, WV 83529",2,2,3,2,2,2
huawei,40,True,M,12,False,0,Quarry manager,phd,married,2,"65537 Walker Lake
Danielstad, VI 13215",3,3,5,3,3,5
xiaomi,34,True,M,10,True,3,Hydrologist,bachelor,married,3,"2100 Ramirez Square Apt. 836
Acostastad, HI 96892",3,3,3,2,2,2
huawei,25,True,M,8,False,2,Operational investment banker,bachelor,separated,0,"0798 Brandon Harbors
Nicoleburgh, AK 57184",5,5,4,5,5,4
huawei,44,False,F,35,False,0,"Engineer, manufacturing systems",school,single,3,"USS Williams
FPO AE 73490",3,3,3,2,2,2
sony,37,True,F,17,False,3,Cytogeneticist,phd,married,2,"44997 Kevin Trail
South Adamchester, VI 86125",3,3,3,3,3,3
garmin,27,False,F,35,False,1,"Accountant, chartered public finance",bachelor,separated,1,"27291 William Estates Suite 758
South Megan, MA 93853",4,3,5,3,2,4
xiaomi,18,True,M,19,False,2,,school,single,0,"PSC 4412, Box 1787
APO AA 33171",3,2,4,2,2,3
oura,35,True,F,29,False,1,Clinical research associate,phd,divorced,2,"86733 Green Harbors Suite 976
Robinsonside, NY 70632",4,4,4,4,4,4
coospo,38,True,F,24,False,1,Medical physicist,phd,married,3,"30883 White Passage Suite 031
North Kari, MI 22905",4,4,4,4,4,4
xiaomi,28,True,M,19,False,2,Pathologist,school,married,0,"8717 Garner Fork
East Angelaberg, CA 29729",3,3,3,3,3,3
fitbit,34,False,M,15,False,3,Arts administrator,master,married,3,"2719 Brown Terrace Suite 174
New Eduardo, NC 85878",3,5,5,2,4,4
coospo,45,True,F,26,False,2,Ambulance person,bachelor,divorced,0,"239 Wheeler Centers Apt. 580
Lake Sarah, CA 84056",3,3,3,3,3,3
sony,45,True,M,15,True,3,Sports development officer,school,single,2,"PSC 0350, Box 5665
APO AA 36605",3,3,3,2,2,2
oura,40,False,F,36,False,2,Senior tax professional/tax inspector,school,widowed,1,"074 Marie Unions
Parkerbury, OK 50292",4,4,5,3,3,4
xiaomi,54,True,M,10,True,3,Planning and development surveyor,phd,widowed,2,"491 Washington Ports Suite 363
Penastad, MO 46980",4,4,2,2,2,1
coospo,36,False,F,33,False,3,Arts development officer,phd,separated,2,"232 Adam Port Apt. 663
Port Donnashire, VT 87874",3,4,3,2,2,2
xiaomi,26,True,F,26,False,1,Museum/gallery curator,bachelor,divorced,1,"7835 Cody Creek
Markmouth, CT 31362",3,3,5,3,3,4
fitbit,30,True,F,14,False,2,"Surveyor, commercial/residential",bachelor,single,3,"68642 Mathis Road Suite 223
South Garyside, MH 68415",3,3,3,3,3,3
oura,37,True,M,10,True,1,Herbalist,bachelor,single,1,"USS Cordova
FPO AA 39383",3,3,3,3,3,3
oura,34,False,F,22,False,0,Marine scientist,master,divorced,2,"1739 Robinson View
Riveraborough, UT 71820",3,2,2,3,2,2
sony,45,True,M,15,False,1,Clinical biochemist,school,single,2,"663 Curtis Avenue
Lake Nicholas, NM 45569",2,2,3,2,2,3
coospo,23,True,F,19,False,2,Farm manager,bachelor,single,1,"88799 Patterson Way Apt. 383
Wumouth, TX 02949",4,2,3,4,2,3
xiaomi,29,False,F,22,False,2,Adult nurse,school,single,1,"0645 Margaret Circle
Stacybury, NY 23791",3,4,3,3,4,3
fitbit,28,True,F,23,False,0,Research scientist (life sciences),school,separated,2,"7615 Davidson Stravenue Suite 987
New Brandonborough, WV 86057",2,3,2,2,3,2
sony,25,True,F,22,False,3,Public relations officer,master,single,0,"5966 Fox Curve
Port Bobby, AS 19280",4,4,3,4,4,3
fitbit,32,True,F,21,True,0,Manufacturing engineer,school,single,1,"1021 Jessica Causeway Apt. 205
South Dean, HI 74293",5,2,2,4,2,2
coospo,43,False,F,30,False,3,Environmental health practitioner,phd,married,3,"73100 Brooks Pike
West Jessicaborough, NV 69396",2,3,3,1,2,2
coospo,20,True,F,25,True,1,,school,separated,0,"414 Noah Vista Apt. 068
Herreraport, OK 59574",3,3,4,2,2,3
oura,39,True,M,20,False,1,Teaching laboratory technician,master,married,3,"8701 Lori Square Apt. 078
Lake Tyler, ND 96959",3,3,4,3,3,4
xiaomi,24,True,F,19,False,0,Multimedia specialist,bachelor,separated,0,"183 Kristen Greens Apt. 554
Lake Anthonyburgh, FL 39170",4,4,3,4,4,3
fitbit,30,True,F,15,False,3,Economist,school,divorced,0,"231 Vargas Cape
Port Aaronton, AS 70445",3,3,3,3,3,3
coospo,22,True,F,23,False,0,Tax adviser,bachelor,divorced,1,"0756 Flynn Camp
New Sharon, FM 44253",4,4,4,4,4,4
coospo,33,False,M,23,False,3,"Psychologist, prison and probation services",bachelor,divorced,1,"25028 Matthew Crescent
Markborough, MI 09396",2,2,4,1,1,2
fitbit,53,True,F,18,False,0,Fast food restaurant manager,school,single,2,"1843 Sandra Shoals
New Heather, IN 12256",3,3,3,3,3,3
apple,53,False,M,29,True,2,"Scientist, marine",phd,separated,0,"USNS Peterson
FPO AA 50064",3,4,5,1,1,2
oura,56,False,M,17,False,2,Office manager,phd,widowed,0,"4490 Gallagher Vista
North Donnamouth, PR 27538",3,4,4,2,3,3
coospo,19,False,M,29,True,3,,school,single,0,"077 Anderson Rest
Mooreton, IA 25578",4,4,4,1,1,1
fitbit,25,True,M,11,False,1,"Psychologist, prison and probation services",bachelor,married,0,"78208 Riley Corners
West Jennifermouth, DE 32828",5,3,3,5,3,3
garmin,64,True,M,16,True,1,Primary school teacher,school,divorced,3,"42143 Shannon Lodge
Charlesport, RI 16393",3,3,3,2,2,2
oura,32,False,F,39,True,3,Airline pilot,phd,married,1,"1361 Kara Ridges Apt. 523
Anneland, CO 59785",2,3,4,1,1,1
coospo,47,True,F,29,False,1,Product designer,phd,married,1,"6157 Allison Green
New Leonfurt, CT 70278",2,3,2,2,2,2
fitbit,48,True,M,18,False,0,Sport and exercise psychologist,school,married,3,"4624 Victoria Ridge Apt. 809
Kiaraport, OH 23890",3,3,3,3,3,3
sony,25,True,F,21,True,3,Drilling engineer,bachelor,separated,1,"47414 Debbie Wells Suite 057
Kennethfurt, KS 14931",2,2,2,2,2,2
apple,26,True,M,17,False,1,Personnel officer,master,divorced,0,"25214 Schmidt Plaza Apt. 391
Kaylaton, UT 03927",5,3,4,5,3,4
coospo,32,True,F,22,False,0,Software engineer,school,divorced,3,"USCGC Jackson
FPO AA 57005",4,4,4,4,4,4
fitbit,33,True,F,16,False,3,"Production assistant, television",bachelor,separated,0,"69295 Lee Gardens
Donnaland, WY 72735",2,2,4,2,2,4
sony,23,True,M,11,True,3,Glass blower/designer,master,divorced,1,"2283 Justin Court
East Richard, AK 70653",2,2,2,1,1,1
sony,24,True,M,17,False,1,"Designer, interior/spatial",master,divorced,0,"USS Jimenez
FPO AE 35197",4,3,4,4,3,4
apple,19,True,M,16,True,1,,school,single,0,"88060 Montes Route
Baxtermouth, CO 94380",5,5,5,4,4,4
huawei,50,True,F,21,False,3,"Physicist, medical",master,divorced,3,"21467 Margaret Landing Suite 045
Bradleyview, NE 70769",3,4,4,2,3,3
coospo,22,True,F,16,False,0,Operational researcher,bachelor,divorced,0,"6859 Mendoza Wall
Kaiserton, WA 36918",2,3,3,2,3,3
xiaomi,33,True,M,9,True,3,Planning and development surveyor,phd,separated,2,"018 Laura Walk Suite 474
South Zachary, AZ 51444",4,4,4,3,3,3
huawei,30,True,M,18,False,1,Meteorologist,school,single,2,"1886 Knight Run Suite 150
South Curtis, ID 33979",5,5,4,5,5,4
garmin,33,True,M,21,False,1,"Engineer, broadcasting (operations)",school,separated,1,"827 Nancy Isle
Rebeccahaven, MH 79367",3,4,4,3,4,4
apple,25,True,F,14,False,1,Mental health nurse,bachelor,single,1,"PSC 3511, Box 7587
APO AA 17379",3,4,4,3,4,4
huawei,45,False,M,19,False,2,Biomedical scientist,phd,separated,3,"60675 Tyler Extension
Jenniferfort, LA 53497",3,3,3,2,2,2
huawei,48,True,M,17,False,2,Armed forces technical officer,master,single,3,"USNS Martinez
FPO AA 25965",3,3,4,3,3,4
apple,19,True,F,29,True,2,,school,single,0,"8876 Kimberly Views Apt. 957
West Cindy, MH 71441",4,3,4,2,2,2
garmin,21,True,M,20,False,2,,school,divorced,0,"03187 Walters Land Apt. 846
West Kara, KY 31428",3,3,3,2,2,2
garmin,41,False,M,16,True,2,Corporate treasurer,phd,divorced,0,"2184 Rhodes Crescent
Lake Ianside, MD 60646",3,4,3,2,3,2
oura,45,True,F,25,True,1,Youth worker,master,single,0,"Unit 3492 Box 1271
DPO AA 11579",2,3,3,2,3,3
